image,dataset,group_id,split,has_polyp,n_small
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/287.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/288.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/289.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/29.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/290.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/291.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/292.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/293.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/294.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/295.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/296.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/297.png,CVC-ClinicDB,cvc_seq_14,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/298.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/299.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/3.png,CVC-ClinicDB,cvc_seq_1,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/30.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/300.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/301.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/302.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/303.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/304.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/305.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/306.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/307.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/308.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/309.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/31.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/310.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/311.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/312.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/313.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/314.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/315.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/316.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/317.png,CVC-ClinicDB,cvc_seq_15,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/318.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/319.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/32.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/320.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/321.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/322.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/323.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/324.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/325.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/326.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/327.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/328.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/329.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/33.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/330.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/331.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/332.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/333.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/334.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/335.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/336.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/337.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/338.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/339.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/34.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/340.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/341.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/342.png,CVC-ClinicDB,cvc_seq_16,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/343.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/344.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/345.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/346.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/347.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/348.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/349.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/35.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/350.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/351.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/352.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/353.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/354.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/355.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/356.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/357.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/358.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/359.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/36.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/360.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/361.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/362.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/363.png,CVC-ClinicDB,cvc_seq_17,test,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/364.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/365.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/366.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/367.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/368.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/369.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/37.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/370.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/371.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/372.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/373.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/374.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/375.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/376.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/377.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/378.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/379.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/38.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/380.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/381.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/382.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/383.png,CVC-ClinicDB,cvc_seq_18,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/384.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/385.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/386.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/387.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/388.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/389.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/39.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/390.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/391.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/392.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/393.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/394.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/395.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/396.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/397.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/398.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/399.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/4.png,CVC-ClinicDB,cvc_seq_1,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/40.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/400.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/401.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/402.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/403.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/404.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/405.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/406.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/407.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/408.png,CVC-ClinicDB,cvc_seq_19,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/409.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/41.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/410.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/411.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/412.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/413.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/414.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/415.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/416.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/417.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/418.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/419.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/42.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/420.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/421.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/422.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/423.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/424.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/425.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/426.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/427.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/428.png,CVC-ClinicDB,cvc_seq_20,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/429.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/43.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/430.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/431.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/432.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/433.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/434.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/435.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/436.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/437.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/438.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/439.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/44.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/440.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/441.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/442.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/443.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/444.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/445.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/446.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/447.png,CVC-ClinicDB,cvc_seq_21,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/448.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/449.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/45.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/450.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/451.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/452.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/453.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/454.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/455.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/456.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/457.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/458.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/459.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/46.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/460.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/461.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/462.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/463.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/464.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/465.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/466.png,CVC-ClinicDB,cvc_seq_22,val,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/467.png,CVC-ClinicDB,cvc_seq_23,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/468.png,CVC-ClinicDB,cvc_seq_23,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/469.png,CVC-ClinicDB,cvc_seq_23,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/47.png,CVC-ClinicDB,cvc_seq_2,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/470.png,CVC-ClinicDB,cvc_seq_23,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/471.png,CVC-ClinicDB,cvc_seq_23,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/472.png,CVC-ClinicDB,cvc_seq_23,train,1,0
/home/samsul/Documents/Polyp Detection/CVC-ClinicDB/PNG/Original/473.png,CVC-ClinicDB,cvc_seq_23,train,1,0
